2012-10-25 20:00	80.314	80.339	80.236	80.294	3852
2012-10-25 21:00	80.294	80.362	80.272	80.351	1608
2012-10-25 22:00	80.350	80.375	80.288	80.302	1852
2012-10-25 23:00	80.300	80.339	80.218	80.219	2450
2012-10-26 00:00	80.221	80.264	80.132	80.255	4401
2012-10-26 01:00	80.259	80.275	80.130	80.176	3400
2012-10-26 02:00	80.175	80.203	80.118	80.139	2172
2012-10-26 03:00	80.139	80.153	80.041	80.045	3373
2012-10-26 04:00	80.047	80.074	80.006	80.065	3247
2012-10-26 05:00	80.068	80.108	80.046	80.079	3653
2012-10-26 06:00	80.078	80.082	79.837	79.856	6976
2012-10-26 07:00	79.857	79.965	79.855	79.959	5261
2012-10-26 08:00	79.958	79.982	79.914	79.963	3347
2012-10-26 09:00	79.963	80.024	79.908	79.922	3192
2012-10-26 10:00	79.922	79.929	79.712	79.780	6005
2012-10-26 11:00	79.781	79.896	79.754	79.889	4924
2012-10-26 12:00	79.889	79.977	79.816	79.856	6908
2012-10-26 13:00	79.856	79.857	79.549	79.550	7533
2012-10-26 14:00	79.550	79.621	79.492	79.555	8805
2012-10-26 15:00	79.555	79.700	79.542	79.639	5224
2012-10-26 16:00	79.639	79.738	79.572	79.732	3367
2012-10-26 17:00	79.731	79.741	79.682	79.684	2045
2012-10-26 18:00	79.684	79.703	79.651	79.662	1744
2012-10-26 19:00	79.661	79.662	79.602	79.608	1571
2012-10-26 20:00	79.608	79.656	79.538	79.622	4036
2012-10-28 21:00	79.582	79.632	79.577	79.627	669
2012-10-28 22:00	79.628	79.745	79.602	79.701	1914
2012-10-28 23:00	79.702	79.702	79.620	79.646	1374
2012-10-29 00:00	79.646	79.689	79.636	79.660	2937
2012-10-29 01:00	79.660	79.690	79.633	79.656	2084
2012-10-29 02:00	79.656	79.747	79.655	79.728	1878
2012-10-29 03:00	79.728	79.743	79.691	79.741	1797
2012-10-29 04:00	79.742	79.752	79.661	79.684	2202
2012-10-29 05:00	79.684	79.694	79.618	79.678	1434
2012-10-29 06:00	79.677	79.737	79.673	79.715	1697
2012-10-29 07:00	79.715	79.719	79.582	79.646	3692
2012-10-29 08:00	79.646	79.689	79.543	79.652	5902
2012-10-29 09:00	79.652	79.706	79.598	79.602	3222
2012-10-29 10:00	79.602	79.603	79.525	79.562	3615
2012-10-29 11:00	79.558	79.657	79.535	79.644	3337
2012-10-29 12:00	79.642	79.643	79.556	79.588	3072
